Version,Filename,LOC_touched,LOC_added,MAXLOC_added,AVGLOC_added,churn,MAX_churn,AVG_churn,Change_setsize,MAXChange_setsize,AVGChange_setsize,Buggy
5,tajo-algebra/src/main/java/org/apache/tajo/algebra/TruncateTable.java,0,0,0,0,0,0,0,0,0,0,no
5,tajo-algebra/src/main/java/org/apache/tajo/algebra/UnaryOperator.java,0,0,0,0,0,0,0,0,0,0,no
5,tajo-algebra/src/main/java/org/apache/tajo/algebra/ValueListExpr.java,0,0,0,0,0,0,0,0,0,0,no
5,tajo-algebra/src/main/java/org/apache/tajo/algebra/Window.java,0,0,0,0,0,0,0,0,0,0,no
5,tajo-algebra/src/main/java/org/apache/tajo/algebra/WindowFunctionExpr.java,0,0,0,0,0,0,0,0,0,0,no
5,tajo-algebra/src/main/java/org/apache/tajo/algebra/WindowSpec.java,0,0,0,0,0,0,0,0,0,0,no
5,tajo-algebra/src/test/java/org/apache/tajo/algebra/AlgebraTestingUtil.java,0,0,0,0,0,0,0,0,0,0,no
5,tajo-algebra/src/test/java/org/apache/tajo/algebra/TestExpr.java,0,0,0,0,0,0,0,0,0,0,no
5,tajo-catalog/tajo-catalog-common/src/main/java/org/apache/tajo/DataTypeUtil.java,0,0,0,0,0,0,0,0,0,0,no
5,tajo-client/src/main/java/org/apache/tajo/client/CatalogAdminClient.java,0,0,0,0,0,0,0,0,0,0,no
5,tajo-client/src/main/java/org/apache/tajo/client/CatalogAdminClientImpl.java,0,0,0,0,0,0,0,0,0,0,no
5,tajo-client/src/main/java/org/apache/tajo/client/ClientParameterHelper.java,0,0,0,0,0,0,0,0,0,0,no
5,tajo-client/src/main/java/org/apache/tajo/client/ClientParameters.java,0,0,0,0,0,0,0,0,0,0,no
5,tajo-client/src/main/java/org/apache/tajo/client/DummyServiceTracker.java,0,0,0,0,0,0,0,0,0,0,yes
5,tajo-client/src/main/java/org/apache/tajo/client/InvalidClientSessionException.java,0,0,0,0,0,0,0,0,0,0,no
5,tajo-client/src/main/java/org/apache/tajo/client/QueryClient.java,0,0,0,0,0,0,0,0,0,0,no
5,tajo-client/src/main/java/org/apache/tajo/client/QueryClientImpl.java,0,0,0,0,0,0,0,0,0,0,no
5,tajo-client/src/main/java/org/apache/tajo/client/QueryStatus.java,0,0,0,0,0,0,0,0,0,0,no
5,tajo-client/src/main/java/org/apache/tajo/client/ResultSetUtil.java,0,0,0,0,0,0,0,0,0,0,no
5,tajo-client/src/main/java/org/apache/tajo/client/SessionConnection.java,14,14,14,14,14,14,14,3,3,3,no
5,tajo-client/src/main/java/org/apache/tajo/client/TajoClient.java,0,0,0,0,0,0,0,0,0,0,no
5,tajo-client/src/main/java/org/apache/tajo/client/TajoClientImpl.java,0,0,0,0,0,0,0,0,0,0,no
5,tajo-client/src/main/java/org/apache/tajo/client/TajoClientUtil.java,0,0,0,0,0,0,0,0,0,0,no
5,tajo-client/src/main/java/org/apache/tajo/jdbc/FetchResultSet.java,0,0,0,0,0,0,0,0,0,0,no
5,tajo-client/src/main/java/org/apache/tajo/jdbc/MetaDataTuple.java,0,0,0,0,0,0,0,0,0,0,no
5,tajo-client/src/main/java/org/apache/tajo/jdbc/TajoMemoryResultSet.java,0,0,0,0,0,0,0,0,0,0,no
5,tajo-client/src/main/java/org/apache/tajo/jdbc/TajoMetaDataResultSet.java,0,0,0,0,0,0,0,0,0,0,no
5,tajo-client/src/main/java/org/apache/tajo/jdbc/TajoResultSetBase.java,0,0,0,0,0,0,0,0,0,0,no
5,tajo-client/src/main/java/org/apache/tajo/jdbc/TajoResultSetMetaData.java,0,0,0,0,0,0,0,0,0,0,no
5,tajo-client/src/main/java/org/apache/tajo/jdbc/TajoSQLException.java,0,0,0,0,0,0,0,0,0,0,no
5,tajo-client/src/main/java/org/apache/tajo/jdbc/WaitingResultSet.java,0,0,0,0,0,0,0,0,0,0,no
5,tajo-client/src/main/java/org/apache/tajo/storage/RowStoreUtil.java,0,0,0,0,0,0,0,0,0,0,no
5,tajo-common/src/main/java/org/apache/tajo/annotation/NotNull.java,0,0,0,0,0,0,0,0,0,0,no
5,tajo-common/src/main/java/org/apache/tajo/annotation/NotThreadSafe.java,0,0,0,0,0,0,0,0,0,0,no
