Version;Filename;LOC_Added;LOC_deleted;Set_size;Author
4;tajo-storage/src/test/java/org/apache/tajo/storage/avro/TestAvroUtil.java;108;0;6;jhkim
4;tajo-common/src/main/java/org/apache/tajo/datum/protobuf/TextUtils.java;3;1;3;Hyunsik Choi
4;tajo-common/src/test/java/org/apache/tajo/datum/protobuf/TestTextUtils.java;52;0;3;Hyunsik Choi
4;tajo-core/src/test/java/org/apache/tajo/TajoTestingCluster.java;1;0;2;Hyunsik Choi
4;tajo-core/src/main/java/org/apache/tajo/master/ContainerProxy.java;5;5;48;JaeHwa Jung
4;tajo-core/src/main/java/org/apache/tajo/master/DefaultTaskScheduler.java;10;8;48;JaeHwa Jung
4;tajo-core/src/main/java/org/apache/tajo/master/LaunchTaskRunnersEvent.java;3;2;48;JaeHwa Jung
4;tajo-core/src/main/java/org/apache/tajo/master/LazyTaskScheduler.java;5;4;48;JaeHwa Jung
4;tajo-core/src/main/java/org/apache/tajo/master/TajoContainerProxy.java;11;11;48;JaeHwa Jung
4;tajo-core/src/main/java/org/apache/tajo/master/TajoMasterService.java;3;2;48;JaeHwa Jung
4;tajo-core/src/main/java/org/apache/tajo/master/TaskRunnerGroupEvent.java;4;4;48;JaeHwa Jung
4;tajo-core/src/main/java/org/apache/tajo/master/container/TajoContainer.java;173;0;48;JaeHwa Jung
4;tajo-core/src/main/java/org/apache/tajo/master/container/TajoContainerId.java;172;0;48;JaeHwa Jung
4;tajo-core/src/main/java/org/apache/tajo/master/container/TajoConverterUtils.java;263;0;48;JaeHwa Jung
4;tajo-core/src/main/java/org/apache/tajo/master/container/TajoRecordFactory.java;31;0;48;JaeHwa Jung
4;tajo-core/src/main/java/org/apache/tajo/master/container/TajoRecordFactoryPBImpl.java;104;0;48;JaeHwa Jung
4;tajo-core/src/main/java/org/apache/tajo/master/container/TajoRecordFactoryProvider.java;70;0;48;JaeHwa Jung
4;tajo-core/src/main/java/org/apache/tajo/master/container/TajoRecords.java;39;0;48;JaeHwa Jung
4;tajo-core/src/main/java/org/apache/tajo/master/container/impl/pb/TajoContainerIdPBImpl.java;100;0;48;JaeHwa Jung
4;tajo-core/src/main/java/org/apache/tajo/master/event/LocalTaskEvent.java;5;4;48;JaeHwa Jung
4;tajo-core/src/main/java/org/apache/tajo/master/event/QueryUnitAttemptScheduleEvent.java;5;5;48;JaeHwa Jung
4;tajo-core/src/main/java/org/apache/tajo/master/event/SubQueryContainerAllocationEvent.java;4;4;48;JaeHwa Jung
4;tajo-core/src/main/java/org/apache/tajo/master/event/TaskAttemptAssignedEvent.java;4;4;48;JaeHwa Jung
4;tajo-core/src/main/java/org/apache/tajo/master/event/TaskRequestEvent.java;4;4;48;JaeHwa Jung
4;tajo-core/src/main/java/org/apache/tajo/master/querymaster/QueryInProgress.java;2;1;48;JaeHwa Jung
4;tajo-core/src/main/java/org/apache/tajo/master/querymaster/QueryMasterManagerService.java;2;2;48;JaeHwa Jung
4;tajo-core/src/main/java/org/apache/tajo/master/querymaster/QueryUnitAttempt.java;3;3;48;JaeHwa Jung
4;tajo-core/src/main/java/org/apache/tajo/master/querymaster/SubQuery.java;6;11;48;JaeHwa Jung
4;tajo-core/src/main/java/org/apache/tajo/master/rm/TajoRMContext.java;4;4;48;JaeHwa Jung
4;tajo-core/src/main/java/org/apache/tajo/master/rm/TajoWorkerContainer.java;9;6;48;JaeHwa Jung
4;tajo-core/src/main/java/org/apache/tajo/master/rm/TajoWorkerContainerId.java;27;26;48;JaeHwa Jung
4;tajo-core/src/main/java/org/apache/tajo/master/rm/TajoWorkerResourceManager.java;32;31;48;JaeHwa Jung
4;tajo-core/src/main/java/org/apache/tajo/master/rm/WorkerResourceManager.java;2;2;48;JaeHwa Jung
4;tajo-core/src/main/java/org/apache/tajo/worker/AbstractResourceAllocator.java;7;7;48;JaeHwa Jung
4;tajo-core/src/main/java/org/apache/tajo/worker/ResourceAllocator.java;3;3;48;JaeHwa Jung
4;tajo-core/src/main/java/org/apache/tajo/worker/TajoResourceAllocator.java;50;51;48;JaeHwa Jung
4;tajo-core/src/main/java/org/apache/tajo/worker/TaskRunner.java;8;8;48;JaeHwa Jung
4;tajo-core/src/main/java/org/apache/tajo/worker/TaskRunnerHistory.java;7;7;48;JaeHwa Jung
4;tajo-core/src/test/java/org/apache/tajo/master/rm/TestTajoResourceManager.java;10;6;48;JaeHwa Jung
4;tajo-storage/src/main/java/org/apache/tajo/storage/StorageManager.java;1;0;48;JaeHwa Jung
4;tajo-storage/src/test/java/org/apache/tajo/storage/TestFileSystems.java;138;129;48;JaeHwa Jung
4;tajo-storage/src/test/java/org/apache/tajo/storage/s3/INode.java;0;124;48;JaeHwa Jung
4;tajo-storage/src/test/java/org/apache/tajo/storage/s3/InMemoryFileSystemStore.java;0;175;48;JaeHwa Jung
4;tajo-storage/src/test/java/org/apache/tajo/storage/s3/S3OutputStream.java;0;234;48;JaeHwa Jung
4;tajo-storage/src/test/java/org/apache/tajo/storage/s3/SmallBlockS3FileSystem.java;0;314;48;JaeHwa Jung
4;tajo-common/src/main/java/org/apache/tajo/util/datetime/DateTimeFormat.java;1;1;3;HyoungJun Kim
4;tajo-core/src/test/java/org/apache/tajo/engine/function/TestDateTimeFunctions.java;6;0;3;HyoungJun Kim
4;tajo-client/src/main/java/org/apache/tajo/cli/tsql/DefaultTajoCliOutputFormatter.java;3;3;8;Hyunsik Choi
4;tajo-client/src/main/java/org/apache/tajo/cli/tsql/commands/DescTableCommand.java;2;2;8;Hyunsik Choi
4;tajo-client/src/main/java/org/apache/tajo/client/QueryClient.java;0;2;8;Hyunsik Choi
4;tajo-common/src/main/java/org/apache/tajo/TajoConstants.java;1;0;8;Hyunsik Choi
4;tajo-core/src/main/java/org/apache/tajo/master/GlobalEngine.java;5;2;8;Hyunsik Choi
4;tajo-core/src/test/java/org/apache/tajo/cli/tsql/TestTajoCli.java;36;0;8;Hyunsik Choi
4;tajo-client/src/main/java/org/apache/tajo/client/QueryClientImpl.java;3;4;2;Hyunsik Choi
4;tajo-core/src/main/java/org/apache/tajo/engine/planner/physical/PhysicalExec.java;2;1;2;Hyunsik Choi
4;tajo-common/src/main/java/org/apache/tajo/OverridableConf.java;1;1;9;Hyunsik Choi
4;tajo-core/src/main/java/org/apache/tajo/engine/query/QueryUnitRequest.java;2;1;9;Hyunsik Choi
4;tajo-core/src/main/java/org/apache/tajo/engine/query/QueryUnitRequestImpl.java;2;2;9;Hyunsik Choi
4;tajo-core/src/main/java/org/apache/tajo/worker/Task.java;1;1;9;Hyunsik Choi
4;tajo-plan/src/main/java/org/apache/tajo/plan/expr/EvalTreeUtil.java;64;33;9;Hyunsik Choi
4;tajo-plan/src/main/java/org/apache/tajo/plan/joinorder/JoinGraph.java;4;1;9;Hyunsik Choi
4;tajo-plan/src/main/java/org/apache/tajo/plan/rewrite/rules/FilterPushDownRule.java;7;3;9;Hyunsik Choi
4;tajo-plan/src/main/java/org/apache/tajo/plan/util/PlannerUtil.java;1;1;9;Hyunsik Choi
3;tajo-core/src/main/java/org/apache/tajo/master/querymaster/SubQuery.java;19;1;2;Hyunsik Choi
3;tajo-core/src/main/java/org/apache/tajo/master/querymaster/Query.java;1;1;3;Hyunsik Choi
3;tajo-core/src/main/java/org/apache/tajo/master/querymaster/QueryUnit.java;8;4;3;Hyunsik Choi
3;tajo-core/src/main/java/org/apache/tajo/master/querymaster/Repartitioner.java;30;7;9;HyoungJun Kim
3;tajo-core/src/test/java/org/apache/tajo/engine/query/TestJoinBroadcast.java;110;8;9;HyoungJun Kim
3;tajo-client/src/main/java/org/apache/tajo/client/TajoClient.java;1;0;2;Hyunsik Choi
3;tajo-core/src/main/java/org/apache/tajo/engine/planner/LogicalPlanPreprocessor.java;22;13;13;Hyunsik Choi
3;tajo-core/src/main/java/org/apache/tajo/engine/planner/LogicalPlanVerifier.java;14;0;13;Hyunsik Choi
3;tajo-core/src/main/java/org/apache/tajo/master/GlobalEngine.java;4;0;13;Hyunsik Choi
3;tajo-core/src/test/java/org/apache/tajo/QueryTestCaseBase.java;76;15;13;Hyunsik Choi
3;tajo-core/src/test/java/org/apache/tajo/engine/planner/TestPreLogicalPlanVerifier.java;0;74;13;Hyunsik Choi
3;tajo-core/src/test/java/org/apache/tajo/engine/planner/TestQueryValidation.java;52;0;13;Hyunsik Choi
3;tajo-core/src/main/java/org/apache/tajo/worker/FetchImpl.java;7;9;4;jhkim
3;tajo-core/src/test/java/org/apache/tajo/master/TestRepartitioner.java;85;0;4;jhkim
3;tajo-core/src/test/java/org/apache/tajo/worker/TestHistory.java;7;2;4;jhkim
3;tajo-core/src/main/java/org/apache/tajo/engine/planner/logical/PartitionedTableScanNode.java;4;0;5;HyoungJun Kim
3;tajo-core/src/main/java/org/apache/tajo/engine/planner/logical/ScanNode.java;17;13;5;HyoungJun Kim
3;tajo-core/src/test/java/org/apache/tajo/engine/query/TestJoinBroadcast.java;61;0;5;HyoungJun Kim
3;tajo-core/src/test/java/org/apache/tajo/engine/query/TestJoinBroadcast.java;32;0;5;HyoungJun Kim
3;tajo-storage/src/main/java/org/apache/tajo/storage/MergeScanner.java;12;6;5;HyoungJun Kim
3;tajo-core/src/main/java/org/apache/tajo/engine/eval/SimpleEvalNodeVisitor.java;3;0;6;Hyunsik Choi
3;tajo-core/src/main/java/org/apache/tajo/engine/optimizer/eval/EvalTreeOptimizer.java;2;0;6;Hyunsik Choi
3;tajo-core/src/main/java/org/apache/tajo/engine/planner/LogicalPlanPreprocessor.java;20;14;6;Hyunsik Choi
3;tajo-core/src/main/java/org/apache/tajo/engine/planner/TypeDeterminant.java;17;0;6;Hyunsik Choi
3;tajo-core/src/main/java/org/apache/tajo/engine/planner/logical/EvalExprNode.java;2;0;6;Hyunsik Choi
3;tajo-storage/src/main/java/org/apache/tajo/storage/RawFile.java;9;3;3;jhkim
3;tajo-storage/src/test/java/org/apache/tajo/storage/TestStorages.java;88;8;3;jhkim
3;tajo-client/src/main/java/org/apache/tajo/cli/DefaultTajoCliOutputFormatter.java;2;1;1;Hyunsik Choi
3;tajo-client/src/main/java/org/apache/tajo/cli/TajoCli.java;1;1;5;jhkim
3;tajo-core/src/main/java/org/apache/tajo/master/querymaster/Query.java;2;10;5;jhkim
3;tajo-core/src/main/java/org/apache/tajo/util/JSPUtil.java;1;1;5;jhkim
3;tajo-core/src/test/java/org/apache/tajo/master/querymaster/TestQueryProgress.java;73;0;5;jhkim
3;tajo-client/src/main/java/org/apache/tajo/cli/TajoCli.java;65;42;2;Hyunsik Choi
3;tajo-common/src/main/java/org/apache/tajo/conf/TajoConf.java;1;1;4;Jaehwa Jung
3;tajo-core/src/main/java/org/apache/tajo/master/querymaster/Query.java;122;13;4;Jaehwa Jung
3;tajo-core/src/test/java/org/apache/tajo/engine/query/TestTablePartitions.java;45;8;4;Jaehwa Jung
3;tajo-client/src/main/java/org/apache/tajo/client/TajoAdmin.java;20;20;2;Hyunsik Choi
3;tajo-core/src/main/java/org/apache/tajo/master/DefaultTaskScheduler.java;0;1;2;jhkim
3;tajo-client/src/main/java/org/apache/tajo/cli/TajoCli.java;16;5;11;jhkim
3;tajo-client/src/main/java/org/apache/tajo/client/TajoClient.java;15;5;11;jhkim
3;tajo-core/src/main/java/org/apache/tajo/master/TajoMasterClientService.java;2;0;11;jhkim
3;tajo-rpc/src/main/java/org/apache/tajo/rpc/AsyncRpcClient.java;3;8;11;jhkim
3;tajo-rpc/src/main/java/org/apache/tajo/rpc/AsyncRpcServer.java;3;1;11;jhkim
3;tajo-rpc/src/main/java/org/apache/tajo/rpc/BlockingRpcClient.java;4;9;11;jhkim
3;tajo-rpc/src/main/java/org/apache/tajo/rpc/NettyClientBase.java;54;32;11;jhkim
3;tajo-rpc/src/main/java/org/apache/tajo/rpc/RpcConnectionPool.java;12;4;11;jhkim
3;tajo-rpc/src/test/java/org/apache/tajo/rpc/TestAsyncRpc.java;88;3;11;jhkim
3;tajo-rpc/src/test/java/org/apache/tajo/rpc/TestBlockingRpc.java;61;12;11;jhkim
3;tajo-core/src/main/java/org/apache/tajo/master/querymaster/SubQuery.java;8;7;2;Hyunsik Choi
3;tajo-core/src/main/java/org/apache/tajo/master/DefaultTaskScheduler.java;32;17;2;jhkim
3;tajo-core/src/main/java/org/apache/tajo/master/querymaster/QueryMaster.java;2;4;5;jhkim
3;tajo-core/src/main/java/org/apache/tajo/master/querymaster/SubQuery.java;13;10;5;jhkim
3;tajo-core/src/test/java/org/apache/tajo/TajoTestingCluster.java;36;2;5;jhkim
3;tajo-core/src/test/java/org/apache/tajo/master/querymaster/TestKillQuery.java;108;0;5;jhkim
3;tajo-core/src/main/java/org/apache/tajo/worker/TajoWorker.java;1;1;7;jhkim
3;tajo-core/src/test/java/org/apache/tajo/TajoTestingCluster.java;0;1;7;jhkim
3;tajo-yarn-pullserver/src/main/java/org/apache/tajo/pullserver/TajoPullServer.java;1;1;7;jhkim
3;tajo-yarn-pullserver/src/main/java/org/apache/tajo/pullserver/TajoPullServerService.java;25;26;7;jhkim
3;tajo-core/src/main/java/org/apache/tajo/worker/ExecutionBlockContext.java;3;1;4;jhkim
3;tajo-core/src/main/java/org/apache/tajo/worker/TaskRunner.java;25;1;4;jhkim
3;tajo-rpc/src/main/java/org/apache/tajo/rpc/RemoteCallException.java;3;0;4;jhkim
3;tajo-rpc/src/main/java/org/apache/tajo/rpc/RpcConnectionPool.java;6;2;2;Hyunsik Choi
3;tajo-client/src/main/java/org/apache/tajo/cli/TajoCli.java;15;8;2;HyoungJun Kim
3;tajo-catalog/tajo-catalog-common/src/main/java/org/apache/tajo/catalog/AlterTableDesc.java;5;9;6;Hyunsik Choi
3;tajo-catalog/tajo-catalog-common/src/main/java/org/apache/tajo/catalog/IndexDesc.java;1;6;6;Hyunsik Choi
3;tajo-catalog/tajo-catalog-common/src/main/java/org/apache/tajo/catalog/TableDesc.java;1;6;6;Hyunsik Choi
3;tajo-catalog/tajo-catalog-common/src/main/java/org/apache/tajo/catalog/partition/PartitionMethodDesc.java;0;8;6;Hyunsik Choi
3;tajo-catalog/tajo-catalog-common/src/main/java/org/apache/tajo/catalog/statistics/ColumnStats.java;2;6;6;Hyunsik Choi
3;tajo-common/src/main/java/org/apache/tajo/util/KeyValueSet.java;5;12;2;Hyunsik Choi
3;tajo-common/src/main/java/org/apache/tajo/conf/TajoConf.java;4;4;2;Hyunsik Choi
3;tajo-core/src/main/java/org/apache/tajo/engine/eval/EvalTreeUtil.java;72;28;12;Hyunsik Choi
3;tajo-core/src/main/java/org/apache/tajo/engine/planner/ExprFinder.java;1;1;12;Hyunsik Choi
3;tajo-core/src/main/java/org/apache/tajo/engine/planner/LogicalPlanPreprocessor.java;16;6;12;Hyunsik Choi
3;tajo-core/src/main/java/org/apache/tajo/engine/planner/logical/join/JoinGraph.java;1;1;12;Hyunsik Choi
3;tajo-core/src/main/java/org/apache/tajo/engine/planner/rewrite/FilterPushDownRule.java;10;9;12;Hyunsik Choi
3;tajo-core/src/test/java/org/apache/tajo/engine/eval/TestEvalTreeUtil.java;7;0;12;Hyunsik Choi
3;tajo-core/src/test/java/org/apache/tajo/engine/query/TestSelectQuery.java;14;0;12;Hyunsik Choi
3;tajo-core/src/main/java/org/apache/tajo/engine/eval/EvalTreeUtil.java;22;1;3;Hyunsik Choi
3;tajo-core/src/test/java/org/apache/tajo/engine/eval/TestEvalTreeUtil.java;7;0;3;Hyunsik Choi
3;tajo-common/src/main/java/org/apache/tajo/unit/StorageUnit.java;1;1;2;Hyunsik Choi
3;tajo-common/src/main/java/org/apache/tajo/datum/Datum.java;4;0;21;Hyunsik Choi
3;tajo-common/src/main/java/org/apache/tajo/datum/TextDatum.java;8;0;21;Hyunsik Choi
3;tajo-common/src/main/java/org/apache/tajo/util/StringUtils.java;34;0;21;Hyunsik Choi
3;tajo-core/src/main/java/org/apache/tajo/engine/planner/RangePartitionAlgorithm.java;46;15;21;Hyunsik Choi
3;tajo-core/src/main/java/org/apache/tajo/engine/planner/UniformRangePartition.java;247;62;21;Hyunsik Choi
3;tajo-core/src/main/java/org/apache/tajo/master/querymaster/SubQuery.java;2;3;21;Hyunsik Choi
3;tajo-core/src/test/java/org/apache/tajo/engine/planner/TestUniformRangePartition.java;603;32;21;Hyunsik Choi
3;tajo-core/src/test/java/org/apache/tajo/engine/query/TestSortQuery.java;57;16;21;Hyunsik Choi
3;tajo-jdbc/src/main/java/org/apache/tajo/jdbc/MetaDataTuple.java;5;0;21;Hyunsik Choi
3;tajo-storage/src/main/java/org/apache/tajo/storage/FrameTuple.java;5;0;21;Hyunsik Choi
3;tajo-storage/src/main/java/org/apache/tajo/storage/LazyTuple.java;5;0;21;Hyunsik Choi
3;tajo-storage/src/main/java/org/apache/tajo/storage/Tuple.java;2;0;21;Hyunsik Choi
3;tajo-storage/src/main/java/org/apache/tajo/storage/TupleRange.java;22;7;21;Hyunsik Choi
3;tajo-storage/src/main/java/org/apache/tajo/storage/VTuple.java;5;0;21;Hyunsik Choi
4;tajo-common/src/main/java/tajo/conf/TajoConf.java;3;7;9;Hyunsik Choi
4;tajo-core/tajo-core-backend/src/main/java/tajo/engine/query/QueryUnitRequestImpl.java;30;3;9;Hyunsik Choi
4;tajo-core/tajo-core-backend/src/main/java/tajo/ipc/protocolrecords/QueryUnitRequest.java;2;0;9;Hyunsik Choi
4;tajo-core/tajo-core-backend/src/main/java/tajo/master/Query.java;2;0;9;Hyunsik Choi
4;tajo-core/tajo-core-backend/src/main/java/tajo/master/Repartitioner.java;4;4;9;Hyunsik Choi
4;tajo-core/tajo-core-backend/src/main/java/tajo/master/SubQuery.java;13;8;9;Hyunsik Choi
4;tajo-core/tajo-core-backend/src/main/java/tajo/master/TaskSchedulerImpl.java;30;2;9;Hyunsik Choi
4;tajo-core/tajo-core-backend/src/main/java/tajo/worker/TaskRunner.java;39;29;9;Hyunsik Choi
3;tajo-common/src/main/java/org/apache/tajo/datum/TextDatum.java;6;2;5;jhkim
3;tajo-common/src/test/java/org/apache/tajo/datum/TestTextDatum.java;29;7;5;jhkim
3;tajo-storage/src/main/java/org/apache/tajo/storage/sequencefile/SequenceFileAppender.java;11;9;5;Jaehwa Jung
3;tajo-storage/src/main/java/org/apache/tajo/storage/sequencefile/SequenceFileScanner.java;14;6;5;Jaehwa Jung
3;tajo-storage/src/test/java/org/apache/tajo/storage/TestCompressionStorages.java;12;0;5;Jaehwa Jung
3;tajo-storage/src/test/java/org/apache/tajo/storage/TestStorages.java;13;0;5;Jaehwa Jung
3;tajo-core/src/main/java/org/apache/tajo/master/querymaster/Repartitioner.java;1;0;4;Hyunsik Choi
3;tajo-core/src/main/java/org/apache/tajo/worker/FetchImpl.java;23;0;4;Hyunsik Choi
3;tajo-core/src/test/java/org/apache/tajo/master/TestRepartitioner.java;41;11;4;Hyunsik Choi
3;tajo-catalog/tajo-catalog-drivers/tajo-hcatalog/src/main/java/org/apache/tajo/catalog/store/HCatalogStore.java;6;5;4;jinossy
3;tajo-catalog/tajo-catalog-drivers/tajo-hcatalog/src/main/java/org/apache/tajo/catalog/store/HCatalogStoreClientPool.java;16;4;4;jinossy
3;tajo-catalog/tajo-catalog-drivers/tajo-hcatalog/src/main/java/org/apache/tajo/catalog/store/HCatalogUtil.java;6;0;4;jinossy
3;tajo-core/src/main/java/org/apache/tajo/engine/function/builtin/CountValueDistinct.java;2;2;7;Hyunsik Choi
3;tajo-core/src/test/java/org/apache/tajo/engine/query/TestGroupByQuery.java;32;14;7;Hyunsik Choi
3;tajo-client/src/main/java/org/apache/tajo/cli/TajoCli.java;4;6;11;jhkim
3;tajo-client/src/main/java/org/apache/tajo/client/TajoAdmin.java;1;1;11;jhkim
3;tajo-client/src/main/java/org/apache/tajo/client/TajoClient.java;20;6;11;jhkim
3;tajo-core/src/main/java/org/apache/tajo/master/querymaster/Query.java;17;8;11;jhkim
3;tajo-core/src/main/java/org/apache/tajo/master/querymaster/QueryMaster.java;14;0;11;jhkim
3;tajo-core/src/main/java/org/apache/tajo/master/querymaster/QueryMasterTask.java;2;2;11;jhkim
3;tajo-core/src/main/java/org/apache/tajo/master/querymaster/SubQuery.java;56;29;11;jhkim
3;tajo-core/src/main/java/org/apache/tajo/worker/TajoResourceAllocator.java;1;1;11;jhkim
3;tajo-core/src/main/java/org/apache/tajo/worker/TajoWorkerClientService.java;6;6;11;jhkim
3;tajo-core/src/test/java/org/apache/tajo/client/TestTajoClient.java;1;1;11;jhkim
3;tajo-client/src/main/java/org/apache/tajo/cli/HelpCommand.java;4;26;2;Jaehwa Jung
3;tajo-core/src/main/java/org/apache/tajo/webapp/QueryExecutorServlet.java;132;68;2;Hyunsik Choi
3;tajo-common/src/main/java/org/apache/tajo/conf/TajoConf.java;4;1;11;Hyunsik Choi
3;tajo-common/src/main/java/org/apache/tajo/datum/Datum.java;72;0;11;Hyunsik Choi
3;tajo-common/src/main/java/org/apache/tajo/datum/Float4Datum.java;50;10;11;Hyunsik Choi
3;tajo-common/src/main/java/org/apache/tajo/datum/Float8Datum.java;59;19;11;Hyunsik Choi
3;tajo-common/src/main/java/org/apache/tajo/datum/Int2Datum.java;58;18;11;Hyunsik Choi
3;tajo-common/src/main/java/org/apache/tajo/datum/Int4Datum.java;59;19;11;Hyunsik Choi
3;tajo-common/src/main/java/org/apache/tajo/datum/Int8Datum.java;59;19;11;Hyunsik Choi
3;tajo-common/src/main/java/org/apache/tajo/datum/IntervalDatum.java;11;5;11;Hyunsik Choi
3;tajo-common/src/test/java/org/apache/tajo/datum/TestArithmeticOperator.java;377;0;11;Hyunsik Choi
3;tajo-core/src/test/java/org/apache/tajo/engine/function/TestMathFunctions.java;7;8;11;Hyunsik Choi
3;tajo-core/src/main/java/org/apache/tajo/engine/function/math/RoundFloat8.java;16;23;6;Hyunsik Choi
3;tajo-core/src/test/java/org/apache/tajo/engine/function/TestMathFunctions.java;17;10;6;Hyunsik Choi
3;tajo-core/src/test/java/org/apache/tajo/engine/query/TestSelectQuery.java;21;0;6;Hyunsik Choi
3;tajo-core/src/main/java/org/apache/tajo/engine/planner/physical/ColPartitionStoreExec.java;2;1;3;Hyunsik Choi
3;tajo-core/src/test/java/org/apache/tajo/engine/query/TestInsertQuery.java;70;0;3;Hyunsik Choi
3;tajo-core/src/main/java/org/apache/tajo/engine/planner/rewrite/ProjectionPushDownRule.java;10;0;5;Hyunsik Choi
3;tajo-core/src/test/java/org/apache/tajo/engine/query/TestSelectQuery.java;9;0;5;Hyunsik Choi
3;tajo-core/src/main/java/org/apache/tajo/engine/planner/global/GlobalPlanner.java;2;2;4;blrunner
3;tajo-core/src/test/java/org/apache/tajo/engine/planner/global/TestBroadcastJoinPlan.java;56;38;4;blrunner
3;tajo-core/src/test/java/org/apache/tajo/engine/query/TestJoinBroadcast.java;43;4;4;blrunner
3;tajo-core/src/main/java/org/apache/tajo/master/querymaster/QueryUnit.java;9;1;3;Hyunsik Choi
3;tajo-core/src/main/java/org/apache/tajo/master/querymaster/Repartitioner.java;8;2;3;Hyunsik Choi
3;tajo-core/src/main/java/org/apache/tajo/worker/FetchImpl.java;23;1;3;Hyunsik Choi
3;tajo-core/src/main/java/org/apache/tajo/worker/TaskAttemptContext.java;24;2;3;blrunner
3;tajo-core/src/test/java/org/apache/tajo/engine/query/TestJoinBroadcast.java;37;5;3;blrunner
3;tajo-common/src/main/java/org/apache/tajo/util/Bytes.java;536;648;19;Hyunsik Choi
3;tajo-common/src/main/java/org/apache/tajo/util/BytesUtils.java;182;0;19;Hyunsik Choi
3;tajo-common/src/main/java/org/apache/tajo/util/NumberUtil.java;339;9;19;Hyunsik Choi
3;tajo-common/src/test/java/org/apache/tajo/util/TestBytes.java;0;111;19;Hyunsik Choi
3;tajo-common/src/test/java/org/apache/tajo/util/TestNumberUtil.java;46;1;19;Hyunsik Choi
3;tajo-common/src/test/java/org/apache/tajo/util/TestStringUtil.java;38;2;19;Hyunsik Choi
3;tajo-core/src/test/java/org/apache/tajo/engine/eval/ExprTestBase.java;3;3;19;Hyunsik Choi
3;tajo-storage/src/main/java/org/apache/tajo/storage/CSVFile.java;3;3;19;Hyunsik Choi
3;tajo-storage/src/main/java/org/apache/tajo/storage/RowFile.java;1;2;19;Hyunsik Choi
3;tajo-storage/src/main/java/org/apache/tajo/storage/StorageUtil.java;41;0;19;Hyunsik Choi
3;tajo-storage/src/main/java/org/apache/tajo/storage/TextSerializerDeserializer.java;4;3;19;Hyunsik Choi
3;tajo-storage/src/main/java/org/apache/tajo/storage/index/bst/BSTIndex.java;8;8;19;Hyunsik Choi
3;tajo-storage/src/main/java/org/apache/tajo/storage/rcfile/RCFile.java;2;3;19;Hyunsik Choi
3;tajo-storage/src/main/java/org/apache/tajo/storage/sequencefile/SequenceFileAppender.java;4;4;19;Hyunsik Choi
3;tajo-storage/src/main/java/org/apache/tajo/storage/sequencefile/SequenceFileScanner.java;2;2;19;Hyunsik Choi
3;tajo-storage/src/main/java/org/apache/tajo/storage/v2/CSVFileScanner.java;4;4;19;Hyunsik Choi
3;tajo-storage/src/main/java/org/apache/tajo/storage/v2/RCFile.java;3;3;19;Hyunsik Choi
3;tajo-storage/src/test/java/org/apache/tajo/storage/TestLazyTuple.java;3;3;19;Hyunsik Choi
3;tajo-core/src/main/java/org/apache/tajo/engine/planner/PreLogicalPlanVerifier.java;14;0;4;Hyunsik Choi
3;tajo-core/src/main/java/org/apache/tajo/master/GlobalEngine.java;21;0;4;Hyunsik Choi
3;tajo-core/src/test/java/org/apache/tajo/engine/planner/TestPreLogicalPlanVerifier.java;74;0;4;Hyunsik Choi
3;tajo-client/src/main/java/org/apache/tajo/cli/TajoCli.java;24;17;2;Hyunsik Choi
3;tajo-client/src/main/java/org/apache/tajo/cli/TajoCli.java;2;2;2;Hyunsik Choi
3;tajo-core/src/main/java/org/apache/tajo/engine/function/math/Round.java;5;2;3;Hyunsik Choi
3;tajo-core/src/test/java/org/apache/tajo/engine/function/TestMathFunctions.java;12;0;3;Hyunsik Choi
3;tajo-common/src/main/java/org/apache/tajo/conf/TajoConf.java;1;2;3;Jihoon Son
3;tajo-core/src/main/java/org/apache/tajo/master/querymaster/Repartitioner.java;2;2;3;Jihoon Son
3;tajo-common/src/main/java/org/apache/tajo/conf/TajoConf.java;3;3;8;jinossy
3;tajo-core/src/main/java/org/apache/tajo/engine/function/math/Round.java;1;1;8;jinossy
3;tajo-core/src/main/java/org/apache/tajo/master/querymaster/QueryMasterManagerService.java;4;1;8;jinossy
3;tajo-core/src/main/java/org/apache/tajo/worker/Fetcher.java;22;9;8;jinossy
3;tajo-core/src/main/java/org/apache/tajo/worker/Task.java;1;1;8;jinossy
3;tajo-core/src/test/java/org/apache/tajo/worker/TestFetcher.java;27;2;8;jinossy
3;tajo-yarn-pullserver/src/main/java/org/apache/tajo/pullserver/TajoPullServerService.java;26;28;8;jinossy
3;tajo-core/src/main/java/org/apache/tajo/engine/planner/PreLogicalPlanVerifier.java;4;0;2;Hyunsik Choi
3;tajo-common/src/main/java/org/apache/tajo/util/StringUtils.java;96;0;10;Hyunsik Choi
3;tajo-core/src/main/java/org/apache/tajo/engine/planner/physical/HashBasedColPartitionStoreExec.java;2;1;10;Hyunsik Choi
3;tajo-core/src/main/java/org/apache/tajo/engine/planner/physical/SortBasedColPartitionStoreExec.java;4;3;10;Hyunsik Choi
3;tajo-core/src/main/java/org/apache/tajo/engine/utils/TupleUtil.java;2;1;10;Hyunsik Choi
3;tajo-core/src/test/java/org/apache/tajo/engine/query/TestTablePartitions.java;43;0;10;Hyunsik Choi
3;tajo-jdbc/src/main/java/org/apache/tajo/jdbc/TajoConnection.java;1;1;2;Jihoon Son
